Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-8381,23,Business Administration,Gemini Pro,6,Essay Drafting,3.58,3.58,8,High,2
STU-9940,20,Modern History,Claude 3.5,6,Literature Review,3.9,4.0,5,High,9
STU-4254,19,Business Administration,Claude 3.5,9,Brainstorming,3.46,3.66,9,Low,8
STU-9651,23,Fine Arts,Claude 3.5,6,Brainstorming,3.97,4.0,14,Medium,8
STU-0349,21,Data Science,GitHub Copilot,1,Brainstorming,3.48,3.78,14,High,3
STU-7119,25,Biology,Perplexity,7,Literature Review,2.78,2.88,4,Low,6
STU-5276,19,Data Science,GitHub Copilot,7,Exam Prep,3.65,3.85,6,Medium,3
STU-0889,22,Business Administration,Claude 3.5,9,Brainstorming,3.28,3.48,13,High,7
STU-3718,19,Modern History,GitHub Copilot,10,Brainstorming,2.87,2.77,15,High,2
STU-4602,19,Modern History,Gemini Pro,9,Literature Review,3.08,3.2800000000000002,2,High,10
STU-2899,18,Business Administration,Gemini Pro,7,Essay Drafting,3.73,3.83,13,Medium,10
STU-6602,24,Software Engineering,Claude 3.5,7,Code Debugging,3.59,3.59,15,High,3
STU-4756,20,Software Engineering,Gemini Pro,8,Exam Prep,2.64,2.54,5,High,5
STU-8471,25,Modern History,ChatGPT-4o,4,Exam Prep,2.81,3.11,12,Low,7
STU-9974,24,Data Science,ChatGPT-4o,8,Essay Drafting,3.0,3.2,10,Low,8
STU-7383,25,Modern History,ChatGPT-4o,5,Code Debugging,3.21,3.31,3,Medium,8
STU-2963,25,Business Administration,Gemini Pro,10,Literature Review,3.14,3.04,14,Medium,7
STU-0531,19,Business Administration,GitHub Copilot,6,Essay Drafting,3.5,3.4,8,Low,10
STU-0906,18,Business Administration,Claude 3.5,1,Brainstorming,3.29,3.39,15,Low,10
STU-4454,22,Biology,Gemini Pro,7,Exam Prep,3.08,3.18,8,High,8
STU-6503,20,Data Science,GitHub Copilot,5,Code Debugging,3.52,3.72,7,High,7
STU-8854,19,Modern History,Gemini Pro,8,Exam Prep,3.2,3.3000000000000003,14,High,9
STU-0994,24,Modern History,ChatGPT-4o,8,Exam Prep,2.57,2.57,12,High,6
STU-2245,24,Data Science,Claude 3.5,8,Literature Review,2.99,3.1900000000000004,3,Low,2
STU-7251,24,Software Engineering,ChatGPT-4o,9,Literature Review,3.16,3.46,2,Low,2
STU-2304,22,Data Science,Claude 3.5,8,Literature Review,2.81,3.0100000000000002,3,High,8
STU-7040,25,Software Engineering,Perplexity,2,Code Debugging,3.36,3.36,4,High,9
STU-7019,22,Business Administration,GitHub Copilot,8,Essay Drafting,3.0,3.1,9,Medium,5
STU-3659,22,Data Science,Claude 3.5,2,Brainstorming,2.77,2.67,15,Low,4
STU-9805,22,Biology,ChatGPT-4o,3,Brainstorming,3.46,3.66,3,Medium,3
STU-3021,19,Business Administration,Gemini Pro,1,Brainstorming,2.7,2.9000000000000004,10,High,4
STU-1894,20,Data Science,Gemini Pro,3,Brainstorming,3.58,3.48,9,Medium,2
STU-9495,22,Fine Arts,Perplexity,7,Code Debugging,3.08,3.2800000000000002,14,High,10
STU-2635,19,Software Engineering,Claude 3.5,8,Brainstorming,3.38,3.58,15,Medium,10
STU-1997,22,Data Science,Gemini Pro,7,Exam Prep,3.13,3.23,11,Low,8
STU-4744,18,Software Engineering,ChatGPT-4o,2,Literature Review,3.14,3.44,14,Medium,2
STU-1003,19,Modern History,Gemini Pro,4,Brainstorming,3.54,3.44,15,Low,2
STU-8026,19,Software Engineering,ChatGPT-4o,3,Literature Review,2.62,2.92,7,High,10
STU-7516,20,Fine Arts,Gemini Pro,3,Literature Review,3.46,3.76,5,Low,9
STU-1806,18,Fine Arts,GitHub Copilot,10,Literature Review,3.5,3.7,15,Medium,6
STU-9663,22,Software Engineering,GitHub Copilot,9,Literature Review,3.79,4.0,3,Low,7
STU-3547,21,Business Administration,GitHub Copilot,6,Literature Review,2.6,2.6,4,Medium,10
STU-9124,18,Modern History,ChatGPT-4o,2,Exam Prep,3.19,3.4899999999999998,12,Medium,6
STU-5597,25,Data Science,Claude 3.5,3,Exam Prep,2.5,2.7,13,Medium,7
STU-4258,19,Business Administration,GitHub Copilot,5,Brainstorming,3.05,2.9499999999999997,3,High,5
STU-9321,22,Software Engineering,Perplexity,3,Code Debugging,3.09,3.3899999999999997,13,Medium,8
STU-1245,20,Business Administration,ChatGPT-4o,6,Exam Prep,2.83,3.13,6,Medium,10
STU-6105,21,Biology,ChatGPT-4o,3,Literature Review,3.99,4.0,2,Medium,10
STU-6489,20,Software Engineering,Claude 3.5,9,Exam Prep,3.33,3.5300000000000002,11,Medium,8
STU-6639,21,Software Engineering,Perplexity,8,Code Debugging,3.62,3.92,10,Medium,2
STU-8123,22,Fine Arts,Claude 3.5,1,Code Debugging,3.26,3.26,9,Medium,6
STU-9292,21,Fine Arts,Perplexity,1,Literature Review,3.77,3.87,4,Low,4
STU-5248,19,Modern History,ChatGPT-4o,3,Essay Drafting,2.82,2.92,9,Low,9
STU-6089,18,Data Science,Gemini Pro,9,Exam Prep,2.75,2.75,4,High,7
STU-1791,21,Business Administration,Perplexity,2,Brainstorming,2.7,2.7,15,High,4
STU-7478,21,Data Science,Gemini Pro,6,Exam Prep,3.59,3.79,7,Low,1
STU-5307,25,Biology,Gemini Pro,5,Brainstorming,3.97,4.0,10,High,10
STU-7024,20,Modern History,Claude 3.5,6,Literature Review,2.8,2.8,9,High,2
STU-2558,25,Software Engineering,Claude 3.5,3,Literature Review,3.15,3.05,6,Low,2
STU-2311,20,Fine Arts,Perplexity,7,Literature Review,3.21,3.41,10,Low,7
STU-7153,24,Business Administration,Perplexity,4,Code Debugging,2.98,2.98,3,Low,9
STU-2445,25,Business Administration,Gemini Pro,6,Essay Drafting,2.82,2.92,15,Low,9
STU-0065,22,Software Engineering,Claude 3.5,9,Essay Drafting,2.96,3.06,3,High,6
STU-2229,22,Software Engineering,Perplexity,2,Literature Review,3.06,3.2600000000000002,6,Low,5
STU-6704,18,Data Science,Perplexity,10,Code Debugging,3.46,3.46,8,High,4
STU-8608,24,Business Administration,Gemini Pro,2,Brainstorming,3.92,4.0,9,Medium,6
STU-8309,25,Data Science,GitHub Copilot,4,Essay Drafting,3.3,3.5,7,Low,9
STU-3252,23,Fine Arts,GitHub Copilot,6,Literature Review,3.89,4.0,2,High,3
STU-9166,21,Fine Arts,GitHub Copilot,7,Brainstorming,3.19,3.29,3,High,7
STU-9368,21,Data Science,ChatGPT-4o,3,Code Debugging,2.93,3.23,9,Medium,8
STU-7393,21,Modern History,GitHub Copilot,9,Literature Review,2.66,2.8600000000000003,2,Low,8
STU-7442,21,Biology,ChatGPT-4o,6,Brainstorming,3.08,2.98,12,Low,4
STU-1182,18,Biology,Claude 3.5,10,Essay Drafting,2.58,2.88,15,High,4
STU-3247,25,Business Administration,Claude 3.5,9,Code Debugging,2.87,3.0700000000000003,11,Low,5
STU-3416,23,Biology,Claude 3.5,6,Literature Review,3.87,4.0,12,Low,8
STU-0288,25,Fine Arts,ChatGPT-4o,6,Brainstorming,2.67,2.9699999999999998,7,Medium,1
STU-5935,23,Data Science,GitHub Copilot,6,Essay Drafting,3.07,3.17,14,High,6
STU-0287,21,Modern History,Gemini Pro,2,Brainstorming,3.25,3.25,12,Low,3
STU-6342,20,Software Engineering,Perplexity,5,Literature Review,3.7,3.6,6,High,1
STU-5780,19,Modern History,Perplexity,3,Brainstorming,3.67,3.9699999999999998,5,High,2
STU-6195,22,Software Engineering,Perplexity,10,Exam Prep,4.0,4.0,12,High,5
STU-1324,19,Software Engineering,GitHub Copilot,10,Code Debugging,3.5,3.8,6,Medium,1
STU-7053,20,Biology,Claude 3.5,2,Essay Drafting,3.16,3.16,7,Low,3
STU-0435,19,Software Engineering,Perplexity,10,Literature Review,2.84,2.94,6,High,10
STU-6469,23,Fine Arts,Gemini Pro,1,Code Debugging,3.11,3.31,11,Low,7
STU-9177,21,Software Engineering,Claude 3.5,5,Literature Review,2.74,2.9400000000000004,9,Low,4
STU-9334,22,Software Engineering,Perplexity,4,Exam Prep,2.6,2.5,5,Medium,2
STU-1317,21,Software Engineering,Perplexity,1,Exam Prep,2.79,2.89,4,High,9
STU-5767,21,Data Science,ChatGPT-4o,4,Code Debugging,2.93,3.1300000000000003,4,High,8
STU-3788,24,Modern History,Gemini Pro,6,Exam Prep,3.17,3.27,10,High,4
STU-0820,20,Business Administration,Claude 3.5,6,Literature Review,3.89,3.99,3,High,5
STU-9797,18,Software Engineering,GitHub Copilot,6,Brainstorming,2.77,2.77,5,Low,10
STU-7463,25,Business Administration,Gemini Pro,7,Essay Drafting,3.32,3.6199999999999997,7,Medium,1
STU-4334,18,Software Engineering,GitHub Copilot,9,Literature Review,3.44,3.34,8,Medium,5
STU-1186,25,Modern History,Claude 3.5,9,Exam Prep,3.09,3.19,13,High,5
STU-6960,25,Modern History,ChatGPT-4o,9,Brainstorming,3.08,3.38,2,Medium,1
STU-2503,20,Modern History,GitHub Copilot,1,Code Debugging,3.32,3.2199999999999998,6,High,4
STU-8599,25,Data Science,Claude 3.5,6,Literature Review,3.35,3.65,2,Low,10
STU-8455,23,Business Administration,GitHub Copilot,3,Exam Prep,3.57,3.4699999999999998,9,Low,5
STU-4866,21,Fine Arts,Perplexity,7,Code Debugging,3.48,3.78,13,Medium,2
STU-3245,18,Business Administration,GitHub Copilot,9,Literature Review,3.13,3.13,11,Medium,3
STU-4893,24,Fine Arts,GitHub Copilot,4,Exam Prep,2.58,2.48,3,High,4
STU-5564,19,Software Engineering,Perplexity,5,Exam Prep,2.68,2.98,6,Medium,5
STU-0807,18,Biology,ChatGPT-4o,10,Code Debugging,3.39,3.69,5,High,5
STU-1323,25,Biology,GitHub Copilot,7,Essay Drafting,3.8,4.0,6,High,1
STU-7273,21,Biology,Gemini Pro,5,Brainstorming,3.62,3.52,4,Low,9
STU-5892,25,Biology,Claude 3.5,7,Literature Review,2.96,2.86,9,Low,4
STU-3719,18,Business Administration,ChatGPT-4o,5,Code Debugging,3.95,3.95,14,High,7
STU-2652,25,Fine Arts,Gemini Pro,1,Exam Prep,2.54,2.44,4,Medium,10
STU-1883,18,Biology,ChatGPT-4o,1,Exam Prep,3.71,3.71,5,Low,1
STU-2382,23,Biology,Gemini Pro,5,Essay Drafting,3.46,3.46,9,Low,7
STU-0821,23,Data Science,Perplexity,8,Literature Review,3.47,3.5700000000000003,15,Low,4
STU-0829,22,Data Science,Gemini Pro,3,Exam Prep,2.75,2.75,4,Medium,1
STU-8321,19,Business Administration,GitHub Copilot,1,Code Debugging,2.6,2.9,10,Low,4
STU-3284,23,Data Science,GitHub Copilot,4,Exam Prep,3.24,3.4400000000000004,15,Medium,7
STU-5382,21,Data Science,Gemini Pro,2,Code Debugging,3.64,3.64,14,Low,7
STU-4496,18,Data Science,Claude 3.5,2,Literature Review,2.54,2.54,10,High,4
STU-6181,20,Biology,Perplexity,5,Exam Prep,3.9,4.0,14,Medium,7
STU-7114,24,Business Administration,Perplexity,5,Exam Prep,2.66,2.8600000000000003,14,Medium,3
STU-1425,22,Data Science,Gemini Pro,8,Exam Prep,3.9,3.9,7,Low,6
STU-8701,23,Data Science,Perplexity,8,Essay Drafting,4.0,4.0,8,Medium,2
STU-2383,25,Fine Arts,Gemini Pro,7,Code Debugging,3.45,3.75,7,High,9
STU-0273,23,Business Administration,Perplexity,8,Code Debugging,3.0,3.1,2,Low,10
STU-5877,20,Business Administration,Claude 3.5,9,Essay Drafting,3.13,3.03,15,Low,6
STU-6397,22,Modern History,Claude 3.5,8,Code Debugging,3.94,4.0,8,Low,3
STU-7049,25,Fine Arts,GitHub Copilot,4,Brainstorming,3.36,3.6599999999999997,12,High,6
STU-6357,22,Software Engineering,Claude 3.5,10,Code Debugging,3.87,4.0,13,High,7
STU-5976,25,Business Administration,Gemini Pro,7,Code Debugging,3.99,4.0,4,Medium,1
STU-3263,20,Business Administration,Claude 3.5,5,Exam Prep,2.8,2.9,2,Low,6
STU-0029,22,Software Engineering,ChatGPT-4o,2,Literature Review,3.11,3.11,13,High,3
STU-2502,23,Business Administration,GitHub Copilot,8,Code Debugging,3.01,3.11,8,Medium,7
STU-5782,20,Software Engineering,Gemini Pro,6,Literature Review,2.73,3.03,4,Medium,4
STU-0634,20,Data Science,Claude 3.5,10,Brainstorming,3.91,4.0,12,High,5
STU-9257,19,Modern History,Gemini Pro,10,Essay Drafting,2.63,2.73,9,Medium,10
STU-0621,22,Business Administration,Perplexity,5,Brainstorming,3.23,3.13,5,Low,9
STU-0074,25,Software Engineering,ChatGPT-4o,4,Essay Drafting,2.86,3.06,11,Medium,4
STU-7974,24,Biology,Perplexity,2,Literature Review,3.8,4.0,4,Medium,5
STU-8591,25,Modern History,Gemini Pro,9,Exam Prep,3.38,3.28,9,Medium,3
STU-8290,24,Biology,GitHub Copilot,4,Brainstorming,3.96,3.86,12,High,1
STU-4188,24,Business Administration,GitHub Copilot,2,Literature Review,3.82,3.82,13,High,5
STU-8832,25,Software Engineering,GitHub Copilot,6,Essay Drafting,2.97,3.0700000000000003,13,High,4
STU-5013,19,Software Engineering,ChatGPT-4o,2,Essay Drafting,2.87,3.17,2,Low,7
STU-0935,25,Biology,Perplexity,2,Code Debugging,3.11,3.4099999999999997,15,Medium,10
STU-1369,19,Fine Arts,ChatGPT-4o,1,Brainstorming,3.3,3.1999999999999997,2,Medium,3
STU-8438,23,Modern History,Perplexity,8,Code Debugging,3.46,3.46,14,Low,3
STU-1187,22,Software Engineering,Claude 3.5,2,Brainstorming,3.74,3.9400000000000004,8,Medium,3
STU-0050,20,Biology,Gemini Pro,7,Exam Prep,3.21,3.31,8,Low,3
STU-2250,21,Modern History,Gemini Pro,8,Exam Prep,3.68,3.58,9,Low,3
STU-7169,19,Modern History,ChatGPT-4o,5,Essay Drafting,3.82,3.7199999999999998,7,High,2
STU-4142,20,Biology,Perplexity,3,Essay Drafting,3.16,3.06,9,Low,9
STU-7065,23,Business Administration,Claude 3.5,6,Literature Review,3.51,3.8099999999999996,8,Low,4
STU-8134,24,Data Science,Claude 3.5,1,Exam Prep,3.68,3.7800000000000002,7,Medium,4
STU-1605,25,Modern History,Gemini Pro,6,Literature Review,3.13,3.13,5,Low,5
STU-7287,23,Software Engineering,Perplexity,8,Literature Review,2.85,3.15,15,Medium,2
STU-2341,25,Software Engineering,Perplexity,2,Literature Review,3.76,3.76,15,Low,10
STU-9455,20,Software Engineering,Claude 3.5,6,Essay Drafting,3.63,3.73,12,Low,1
STU-3977,22,Business Administration,ChatGPT-4o,3,Brainstorming,2.75,2.85,15,Medium,2
STU-2757,20,Fine Arts,Perplexity,5,Exam Prep,3.31,3.21,14,High,6
STU-4565,18,Data Science,ChatGPT-4o,8,Literature Review,2.66,2.7600000000000002,14,High,8
STU-7948,22,Software Engineering,Gemini Pro,8,Exam Prep,3.07,2.9699999999999998,11,Low,10
STU-0221,21,Biology,GitHub Copilot,3,Literature Review,2.64,2.94,12,Medium,2
STU-8510,24,Software Engineering,GitHub Copilot,10,Literature Review,3.21,3.11,15,Low,1
STU-6157,20,Biology,Perplexity,1,Literature Review,2.9,2.8,3,Low,6
STU-4183,24,Modern History,Claude 3.5,9,Exam Prep,3.12,3.12,2,Low,10
STU-1666,20,Data Science,Gemini Pro,3,Brainstorming,2.93,3.23,7,High,4
STU-9025,18,Data Science,Gemini Pro,8,Literature Review,3.49,3.6900000000000004,14,Low,9
STU-7672,18,Biology,Perplexity,1,Code Debugging,3.11,3.31,13,Medium,6
STU-5088,23,Software Engineering,Perplexity,6,Essay Drafting,3.73,3.73,7,Low,4
STU-7165,21,Software Engineering,GitHub Copilot,3,Literature Review,2.68,2.8800000000000003,14,Medium,1
STU-8216,19,Software Engineering,GitHub Copilot,7,Brainstorming,3.37,3.67,4,Medium,10
STU-9110,25,Fine Arts,GitHub Copilot,2,Exam Prep,2.89,2.79,11,Low,10
STU-6460,20,Data Science,ChatGPT-4o,10,Code Debugging,2.6,2.8000000000000003,6,High,5
STU-9654,22,Biology,GitHub Copilot,5,Code Debugging,2.99,3.1900000000000004,13,Medium,2
STU-2761,24,Biology,GitHub Copilot,8,Brainstorming,2.59,2.8899999999999997,3,High,5
STU-2627,18,Biology,Gemini Pro,6,Exam Prep,3.44,3.7399999999999998,9,High,5
STU-4346,20,Modern History,Perplexity,10,Essay Drafting,3.72,3.9200000000000004,2,High,1
STU-3135,24,Biology,ChatGPT-4o,3,Literature Review,3.56,3.86,8,Medium,3
STU-0108,24,Modern History,ChatGPT-4o,2,Essay Drafting,2.85,3.0500000000000003,4,High,9
STU-3325,22,Modern History,Claude 3.5,2,Brainstorming,2.93,3.23,14,Low,1
STU-0464,24,Modern History,Perplexity,6,Literature Review,3.71,3.71,4,High,4
STU-3524,23,Biology,Gemini Pro,8,Brainstorming,3.9,4.0,4,Low,9
STU-2372,22,Software Engineering,Perplexity,4,Essay Drafting,3.21,3.21,8,Low,4
STU-9665,25,Data Science,Perplexity,4,Literature Review,3.82,4.0,11,Low,6
STU-0763,20,Business Administration,GitHub Copilot,10,Exam Prep,2.61,2.61,4,Low,3
STU-9430,20,Fine Arts,Perplexity,6,Essay Drafting,2.56,2.66,5,Medium,7
STU-3114,19,Modern History,GitHub Copilot,4,Brainstorming,2.83,2.93,2,Low,8
STU-8061,24,Modern History,Perplexity,5,Code Debugging,3.43,3.5300000000000002,12,Medium,1
STU-6142,22,Business Administration,Claude 3.5,9,Brainstorming,3.07,3.27,3,Low,3
STU-7147,22,Software Engineering,Gemini Pro,5,Exam Prep,3.98,4.0,3,Medium,1
STU-1792,25,Business Administration,ChatGPT-4o,9,Brainstorming,3.3,3.5,2,High,8
STU-1779,24,Modern History,GitHub Copilot,7,Brainstorming,3.66,3.7600000000000002,8,Medium,10
STU-4536,24,Fine Arts,GitHub Copilot,5,Code Debugging,2.65,2.85,11,Medium,3
STU-1558,20,Modern History,Gemini Pro,10,Brainstorming,3.93,3.93,3,Low,7
STU-2681,20,Business Administration,ChatGPT-4o,10,Literature Review,2.75,2.95,12,High,9
STU-1968,18,Modern History,Perplexity,2,Essay Drafting,3.44,3.44,7,High,3
STU-6529,22,Biology,Perplexity,6,Exam Prep,3.17,3.27,4,High,8
STU-8933,22,Business Administration,ChatGPT-4o,8,Literature Review,3.04,3.34,7,Low,9
STU-3156,24,Biology,ChatGPT-4o,10,Exam Prep,3.94,4.0,14,High,4
STU-2944,19,Data Science,Gemini Pro,4,Exam Prep,3.28,3.48,2,Medium,4
STU-2738,24,Fine Arts,Perplexity,9,Exam Prep,3.93,4.0,4,Medium,7
STU-6227,22,Modern History,Gemini Pro,9,Literature Review,2.87,2.97,10,High,3
STU-5169,24,Data Science,Perplexity,2,Exam Prep,2.73,2.73,13,High,2
STU-0146,25,Fine Arts,Claude 3.5,9,Literature Review,3.92,4.0,14,Medium,2
STU-5289,19,Fine Arts,Perplexity,5,Exam Prep,3.79,3.69,5,Medium,4
STU-2715,25,Biology,Gemini Pro,4,Exam Prep,3.17,3.4699999999999998,14,Low,10
STU-7420,18,Data Science,Gemini Pro,2,Exam Prep,3.08,3.2800000000000002,2,Low,8
STU-2981,23,Biology,Claude 3.5,6,Literature Review,2.99,2.99,9,High,1
STU-7240,22,Modern History,Perplexity,3,Essay Drafting,3.04,2.94,15,Medium,2
STU-9283,18,Modern History,Claude 3.5,9,Exam Prep,3.93,4.0,12,High,9
STU-8144,19,Modern History,Gemini Pro,8,Literature Review,3.77,4.0,8,High,7
STU-6549,21,Data Science,Claude 3.5,9,Literature Review,3.02,3.12,2,Low,6
STU-6309,23,Data Science,Gemini Pro,5,Brainstorming,2.66,2.56,9,Medium,6
STU-7224,20,Biology,ChatGPT-4o,4,Exam Prep,3.29,3.49,9,High,8
STU-8473,19,Modern History,ChatGPT-4o,4,Literature Review,3.85,3.85,8,Low,2
STU-9914,24,Software Engineering,Perplexity,4,Code Debugging,3.83,4.0,12,Low,5
STU-7630,22,Data Science,ChatGPT-4o,9,Essay Drafting,2.97,2.97,14,Low,3
STU-0627,22,Business Administration,GitHub Copilot,1,Brainstorming,3.47,3.37,6,High,5
STU-8122,20,Business Administration,Perplexity,3,Brainstorming,2.87,2.97,14,Medium,5
STU-9842,20,Software Engineering,Perplexity,9,Literature Review,2.91,3.21,8,Medium,7
STU-6083,25,Fine Arts,Gemini Pro,8,Code Debugging,2.94,3.04,6,High,2
STU-4612,20,Software Engineering,Perplexity,1,Exam Prep,3.27,3.37,3,Low,2
STU-4010,24,Data Science,ChatGPT-4o,1,Essay Drafting,3.59,3.59,13,Medium,8
STU-3624,18,Biology,Claude 3.5,5,Essay Drafting,2.82,3.02,6,Medium,4
STU-3853,18,Business Administration,Claude 3.5,9,Essay Drafting,3.9,3.8,7,High,6
STU-9877,25,Data Science,GitHub Copilot,1,Exam Prep,3.69,3.79,4,High,6
STU-5067,24,Business Administration,Gemini Pro,2,Code Debugging,3.86,4.0,12,High,4
STU-0079,19,Business Administration,Gemini Pro,5,Essay Drafting,2.75,3.05,13,High,6
STU-3257,18,Business Administration,Perplexity,5,Exam Prep,3.56,3.86,12,Medium,1
STU-4722,24,Fine Arts,Claude 3.5,8,Code Debugging,3.16,3.3600000000000003,9,Low,8
STU-0152,20,Business Administration,Perplexity,4,Brainstorming,2.52,2.42,12,Low,5
STU-2936,20,Business Administration,Claude 3.5,7,Exam Prep,3.34,3.2399999999999998,5,High,8
STU-4974,25,Modern History,Gemini Pro,4,Literature Review,3.52,3.72,10,High,2
STU-2921,21,Software Engineering,Gemini Pro,1,Literature Review,3.89,4.0,14,Medium,2
STU-2807,25,Biology,Claude 3.5,1,Essay Drafting,3.67,3.77,13,High,6
STU-8619,22,Modern History,Claude 3.5,2,Literature Review,3.28,3.5799999999999996,15,High,6
STU-5607,24,Modern History,Gemini Pro,3,Exam Prep,3.12,3.42,12,Medium,1
STU-3459,25,Data Science,Claude 3.5,5,Literature Review,3.12,3.12,13,Medium,2
STU-5729,22,Business Administration,Claude 3.5,3,Essay Drafting,3.97,4.0,13,Medium,5
STU-6057,19,Modern History,ChatGPT-4o,1,Brainstorming,2.83,2.93,9,High,3
STU-2606,20,Business Administration,Claude 3.5,6,Exam Prep,3.58,3.48,8,Low,1
STU-8176,18,Software Engineering,GitHub Copilot,7,Literature Review,3.67,3.67,15,Medium,3
STU-1297,18,Data Science,Gemini Pro,1,Literature Review,3.23,3.33,2,High,5
STU-7927,20,Software Engineering,Gemini Pro,9,Brainstorming,3.92,4.0,3,High,6
STU-1335,25,Data Science,Gemini Pro,5,Code Debugging,3.01,3.21,12,Medium,4
STU-1036,21,Data Science,Gemini Pro,5,Brainstorming,3.25,3.35,12,Medium,4
STU-2179,23,Modern History,GitHub Copilot,3,Exam Prep,3.79,3.99,14,Low,7
STU-2023,23,Business Administration,Perplexity,7,Code Debugging,3.07,2.9699999999999998,6,High,2
STU-4954,24,Data Science,Gemini Pro,5,Literature Review,3.65,3.55,12,Low,2
STU-8828,19,Fine Arts,ChatGPT-4o,9,Exam Prep,3.84,4.0,8,Low,1
STU-7288,21,Fine Arts,ChatGPT-4o,6,Brainstorming,2.94,2.94,4,Medium,8
STU-6856,23,Software Engineering,Gemini Pro,9,Essay Drafting,3.54,3.64,13,Low,10
STU-0880,18,Modern History,Claude 3.5,1,Brainstorming,3.89,3.99,9,Medium,8
STU-1630,25,Fine Arts,Perplexity,3,Exam Prep,2.72,2.62,9,High,10
STU-9526,21,Business Administration,Perplexity,1,Code Debugging,3.32,3.42,11,Medium,6
STU-9458,24,Business Administration,Claude 3.5,4,Code Debugging,2.67,2.57,13,Medium,2
STU-1321,20,Data Science,Gemini Pro,8,Brainstorming,3.31,3.61,14,High,8
STU-5186,25,Fine Arts,Claude 3.5,3,Exam Prep,3.02,3.32,9,Medium,6
STU-7799,21,Business Administration,ChatGPT-4o,2,Brainstorming,3.44,3.34,13,Medium,7
STU-0260,24,Biology,Perplexity,2,Code Debugging,2.54,2.64,11,Medium,6
STU-2396,20,Biology,Perplexity,3,Exam Prep,3.26,3.1599999999999997,10,Low,1
STU-3234,23,Biology,Perplexity,4,Brainstorming,3.63,3.9299999999999997,2,Medium,4
STU-7651,21,Modern History,Gemini Pro,10,Exam Prep,2.73,2.83,8,High,5
STU-7744,25,Software Engineering,ChatGPT-4o,3,Literature Review,3.5,3.4,2,High,10
STU-3765,22,Biology,Perplexity,8,Exam Prep,3.05,3.25,6,High,6
STU-4996,20,Fine Arts,Perplexity,5,Code Debugging,2.92,2.92,4,Medium,5
STU-2098,22,Data Science,Perplexity,5,Exam Prep,2.82,2.92,5,Medium,9
STU-7962,18,Software Engineering,Perplexity,10,Brainstorming,3.18,3.08,11,Low,10
STU-1927,25,Data Science,Gemini Pro,7,Brainstorming,3.75,3.95,10,Medium,7
STU-5445,24,Biology,GitHub Copilot,7,Literature Review,3.77,4.0,4,Low,1
STU-4125,18,Data Science,ChatGPT-4o,2,Literature Review,2.78,2.88,15,Low,4
STU-4424,25,Software Engineering,Claude 3.5,6,Brainstorming,2.85,2.85,2,Low,10
STU-6927,22,Business Administration,Perplexity,7,Literature Review,3.51,3.51,8,High,1
STU-4991,24,Modern History,ChatGPT-4o,6,Literature Review,3.9,4.0,7,High,6
STU-9699,25,Business Administration,Perplexity,8,Essay Drafting,3.49,3.5900000000000003,13,High,10
STU-2160,25,Business Administration,Perplexity,10,Literature Review,3.78,3.78,4,High,9
STU-1744,22,Business Administration,Claude 3.5,9,Exam Prep,3.44,3.54,13,High,4
STU-7327,22,Biology,GitHub Copilot,9,Exam Prep,3.7,3.8000000000000003,9,High,6
STU-3461,23,Business Administration,Perplexity,10,Literature Review,3.58,3.48,10,High,2
STU-5187,21,Software Engineering,ChatGPT-4o,8,Code Debugging,3.57,3.4699999999999998,9,High,2
STU-9828,22,Modern History,Perplexity,9,Essay Drafting,3.81,4.0,13,High,8
STU-8914,25,Biology,GitHub Copilot,5,Brainstorming,2.55,2.8499999999999996,6,High,5
STU-3060,24,Business Administration,Perplexity,9,Essay Drafting,3.79,3.99,7,High,3
STU-2799,23,Business Administration,ChatGPT-4o,6,Exam Prep,2.57,2.67,12,Low,2
STU-7312,22,Software Engineering,ChatGPT-4o,3,Essay Drafting,3.93,3.93,11,High,2
STU-2044,23,Fine Arts,GitHub Copilot,8,Code Debugging,3.06,3.06,13,Low,7
STU-8986,20,Business Administration,GitHub Copilot,5,Exam Prep,3.5,3.8,3,Medium,2
STU-0313,20,Business Administration,Perplexity,5,Exam Prep,3.22,3.4200000000000004,14,Medium,10
STU-1798,25,Business Administration,Gemini Pro,10,Essay Drafting,3.17,3.4699999999999998,7,High,4
STU-2696,18,Fine Arts,GitHub Copilot,5,Essay Drafting,2.9,3.1,2,Low,6
STU-1788,19,Fine Arts,ChatGPT-4o,10,Brainstorming,3.4,3.4,3,High,1
STU-3145,20,Modern History,Gemini Pro,8,Literature Review,3.32,3.42,12,Low,8
STU-3810,22,Data Science,GitHub Copilot,8,Essay Drafting,3.23,3.23,6,High,9
STU-1376,23,Data Science,ChatGPT-4o,5,Exam Prep,3.06,3.36,9,High,9
STU-5701,21,Data Science,Gemini Pro,3,Exam Prep,3.48,3.58,4,Low,2
STU-7773,24,Modern History,Claude 3.5,2,Essay Drafting,3.81,3.71,12,Low,1
STU-8991,20,Biology,Claude 3.5,4,Brainstorming,3.45,3.45,10,Medium,1
STU-6975,18,Modern History,Claude 3.5,9,Essay Drafting,3.79,4.0,2,High,8
STU-5389,24,Data Science,Claude 3.5,8,Literature Review,2.59,2.79,7,High,7
